polarity,text
0,"my sunburn hurts  alas, nice day spent in the sunshine today with the fam "
1,"yay, I'm following @britneyspears "
1,@miizronnie I'm still smilin'!  I've gotten 2 tweets from 2 famous peeps in 2 days! Other was actor from Brothers&amp;Sisters!
1,done. thanks for allowing me to tweet it to the max 
1,@Coodieranks THANKS  NITE NITE
1,@ladygaga we love you too ... 
0,@pato_30stm ya  I want to go to Disney world.. I've been to Disney land a lot of times.. I know the whole place by memory already so ya
1,exicited for that lakers vs. orlando game  lakers guna take it!!!!
0,I just woke up 
0,@gseitel and i miss him too  thank god bindys the living legend i fucking love her animal loving self. And you&lt;3
0,@GeminiAngel24 It wasn't very nice 
1,@alamperti May 5th  #win7
1,@jagzz doing at home phone job when ppl order stuff off the TV...it's not great but it's decent money and I can work when I want. 
0,"morning all. So tired today, should've stayed in bed "
0,really really i feel unwell  &quot;dag-dig-dug&quot; that's sound of my heart
0,I passed the last 4 Days in Summer (sunshine 24/7) in just around 300 miles away - and here at home it is still raining.... 
0,@hasyya i can try speaking indo haha. i watch a lot of Indonesian shows. no i've nvr been to Jakarta 
1,"And with that, I'm letting go of my sour grapes. "
0,Sooo hungry.. but not going to eat anything.. its 12.45am... and its too hot.. but I got tons of email to reply to and write 
0,Hm... Why is bit.ly not sending my PW? Maintenance? 
0,"Rob Pattison back in the UK?Good for him to get out of crazy Hollywood,hope he can walk the streets w/o being chased,somehow I doubt it. "
0,Have you ever farted yourself awake? Not fun to be scared awake by a loud noise then the smell hits 
0,"Tried to install a Twitter-application on my phone. Didn't work though, boo! "
0,Well I have been home in Antrim since 12 Aussie adventure well and truely over 
1,"@Peter_Adams oh so it was like nuts cause he was eating? Did you get your sugar coffee yet? Yum, coffee. "
0,@jessejanes there seem to be a lot of traffic to the post but no participants  ... i wonder why
1,"@oh_danny_boy good gift!  I approve, lol"
0,What's the Default Browser at Your Workplace? http://tinyurl.com/clj4da ... scary shit is IE6 has a 33% share 
1,@MichaelCalienes Dude..I need one of those face cups 
0,1 page done to satisfaction. 419 to go    (target is 9 though for this week)
1,@YESandME Hi!  I was wondering if there would be a fly by tonight!  Always love to hear those wings 
0,@miller81091 What's wrong?? 
1,just got off the phone with dad &amp; mom in OH..weather channel had them concerned about our safety.  now @twosharon needs to call them back 
0,I'm soooo ugly .... 
1,I did it!! Seeing 17 again 
0,"@kelz017 Mike scares me!  I would like to hold your hand, but you might scare me too D:"
1,@khloekardashian is hot!! Following her now. 
0,@breeoleary fuck. that's horrible  at least she's not suffering anymore.. she's in a better place.. i love you.. i hope you're ok..
1,@ShortiezRevenge maybe party tomorrow but not sure yet 
1,Had an amazing time doing makeup and nails at APCH Teen Night getting the girls ready for prom 
0,"Watching Runs House , hoping my lil guy feels better "
0,is worried about Rafa  I want him to defend his title. #wimbledon
0,Wants to go bowling and party but can't. Have to study for my Business Information System exam 
1,@Catwoman69y2k I haven't left yet but I think they remember you! 
0,"Byeeee, college time  Full day of rehursals.... THAT SUCKS!!! x"
0,Just woke up. I feel like i've been beaten with a meat hammer 
1,"So I'm totally LAGGING, but thank you so much to everyone that wished me a happy birthday! &lt;3 One more day &amp; I'm back in NY! "
1,@theHutchDano what movie roll and congrats! 
1,@sirgabe Haha. I'm not THAT big  How are you buddy?
1,Happy Mother's Day to all the moms ! Enjoy your special day. 
0,shiit!! i fell of a bike !! i'm so stupid lol but i'm sad 
0,dont what to do anymore. seriously. 
1,"Graduated today. felt cool, cried like a baby. and now...i wish for sleep "
0,Last night with Chad for two weeks  Tomorrow's going to be a rough day...
0,"3 hours in bed, cant sleep. Im supposed to wake up in 2   -Sabotage"
0,@DexterShark but young liars is brilliant 
1,Geez this is the longest bus journey ever!!! Im on my way 2 Edinburgh wiff my mum 
1,@GreekGRITS I am following her....and WOW...did I butcher that spelling!  
0,ugh i feel like a complete stalker. i don't wanna be a stalker~ 
0,Computer has just had an epic fail   now need to rebuild it !! There goes the rest of the weekend !
1,dogs cuddling and stars and the pools soft waves are putting me into full on fantasy mode. im at my grandmas in the backyard. how nice. 
0,"as I read from the Beyond Voice conference, I am really sad that I wasn't there. Had to take baby for vaccinations.   http://bit.ly/119gGP"
0,"made round trip to eureka springs for a wedding.  wedding was great, but the car ride was pure hell.  twelve hours in the car "
1,"Had a day in Windsor. Went up a street by the name of Frances Road. Wow, I have a street named after me. "
0,@savagestar Me too. There were a few shirts they had at the show that they don't have in the webstore.  One I wanted.
0,@Sweetmisshey aw  jet lag is killer.  hope you adjust soon
0,grounded to 2nd yanks win! 
1,@ryanvaughan You almost sounded irritated talking about the false funnel cloud reports.. 
1,doing assignment .. due monday so i can watch my bf tomorrow 
1,"@Claudia_Imhoff I'm jealous - Amsterdam in June. I've got Munich next week, yay biergarten! And London in Nov  and Rome in Dec "
0,"Oh no! This is not good! Apparently,I have to go to town!  So much for that lazy day!! Oh well, I always have tomorrow, and 3 months!! Ha"
1,@TidyCat oh I already grabbed that lil @Spoonsie! hehe Thank u! 
1,hung out with Alyssa and Austin. Had some delicious Sonic! 
1,@SeandBlogonaut Hahaha - both religion and &quot;V&quot; I suppose 
1,I need it!!! 
0,"@BohemiaSkye Its not just his art that I love, its his life story. Really saddens me  I wish I could hug him, lol."
1,"Hi guys, im back! im listening rihanna - silly boy ilove that song  now im in facebook playing fashion wars!"
0,I iz at a grad party for a friend. I however still gots 3 more yrs 
0,"@billyraycyrus I like watching soccer, man they are brutes on the field, like football without padding.....OUCH! I'm 2 old 2 play anymore "
1,"@WhereisADTR come to sydney, australia please "
1,Ass. So bored.come t work ppl 
0,"@huntster1701 except 90% of this class is proofing and using theorems, thus no calculators "
0,"@TeamTYKU You're so sweet! I missed everyone too! But AGAIN, my phone wasn't letting me log in. "
0,@tobywankenoby nope don't talk to me u didn't come 
0,ahhhh !!!! got soo much work to do 
1,@shannonrich mohawk again!  so cute 
1,Stretch yourself today  http://bit.ly/15E5vz
0,@gkelly Work prevented me from attending awesome. 
0,@green_i_girl bahaha i spend too much time in the grocery store  maybe its because i work in one either way going there sucks big time lol
1,@IJennaUsh I do it all the time... and you're in NY right? I wouldn't worry about it. By the by I love your voice 
1,i'm getting excited about dublinnnn! wow 
0,"Heard A LOUD POP in the shower, was in the middle of shampooing my hair, now im scared half to death "
1,@Milpool32 it is 
1,"@imseth June 11th!  eyy, you're good in math. to be honest, i used my calender to find out. hihi"
0,i feel sad  and i still have too many things to do..
0,"So much for mega lie in. Up at 6 mind working overload, am now doing assessing and reviewing. I've turned in to a grown up "
0,Lost my voice 
0,i missed the live @selenagomez live chat! 
1,@aaroncorby Mine always wants money 
0,@Wall_flower7 
1,so selfish ! 
1,@irunwithrobots  thats truly unfortunate. 
1,"@jenniholbrook Better than rewriting your romantic-comedy-historical fantasy-thriller, LOL. Yeah, I start rewrite today thanks to Bob, "
1,@JetBlue Thank you.  That's good to know.  I thought they were lying to me.  
0,+ I'm having people over tonight 
1,yay i got two awards today 
1,Drunken rants all forgotten &amp; harmony was restored the Saxon-Porter household. I can never stay angry or upset with John for long 
1,must wake up on time tomorrow...or today...whatever lol...Gnite 
0,ok where are all the good looking ppl who dress nice? I guess they know they 2 fly for sat night &amp; stayed home 
0,hey what up. my pool is still being fix.  but is get there which is good. thanks 4 reaching my followers goal.
1,@BearTwinsMom It will be a fun day though. I am so sorry you didn't get more sleep. I sometimes hallucinate abt more sleep. LOL  How RU?
1,@anieszkaa haha imma do my religon assigment tonight so i only have ft and maths due 
0,"took sis to the airport, off to SFO she goes! made it in time for the laker game! Gotta clean the crib, it looks like I partied for days! "
1,Proudly Canadian!! 
1,can wait for the @ddlovato new music vid &quot;the gift of a friend&quot; she looks amazing in it!  love ya demiii! x
0,sedang pusing pusing  http://plurk.com/p/13rzic
0,Damn damn damn no twitter 
0,@SheaStarrM1 omg. no waiting  wow. ow.
1,@ishmael5 I'm happy to say I have no idea what you're talking about. 
1,"@exotic i've been good, trying to get things organized! i havent had any sleep. i just finished my site nativebella.dreamyobsession.com "
1,@TomJ93 because of what @_nanu_ said 
0,And Brittnay says she hasn't got Facebook  http://www.aidenmckenna.com/uploads/81f55308c0d32614f7607a67c6e85091.png xo
1,@iamjonathancook hey do you know who ronnie hill is? 
1,@CourtneyHawke can't wait to get printed copy of ur book 
1,"@mikebrinkman Actually, the post shows they know what happens when you overflow... "
1,@gun4747 got it 
1,@MsAsias  Did you get my last tweet? I asked how you were doing!
1,Today's show should be interesting.  Hope I don't pass out in the lot. 
0,@elaynamichele woah. bitter much?  lol whats the deal girl?
1,Got the BrainBone daily question right!  - http://bit.ly/1KRAA
1,@xxLINDSAYxx argh! im watching it when we get home lol 
1,"@AlyciaWest u could come to MD. i have a top bunk, but im not selfish. "
0,"Sad that Jet Blue broke my ceramic grill pan, 6 very pretty Jpnese bowls, 1 platter, 1 plate.  #jetbluefail !"
1,@ComedyQueen definitely nice to have good weather. 
1,its my birthdaayyy!! 
0,the hills... so sad 
0,@herojaejoong how was today's concert? I wish I could had been there 
1,Recently listed painting  http://bit.ly/Zfma0
0,I feel like crying.. [[ sigh.. ]] 
0,bugger.. somewhere on my travels ive lost my flip mino  had some good footage of rico tubbs on there. ah well
1,@OliviaBondoc yeah yeah but NOBODY remembers that. The world remembers John Stamos 
0,"@lizzie123x your welcome, it's so worrying when pets get ill  Spose ya treat the just like humans in some cases &lt;3"
0,@guerillamilk -_- hi!! We have a busy week!! I am tired!! 
0,got an ear infection...man that sh*t hurts! 
1,"@miraclebabe1 Nah, I just wanna go out and enjoy the evening....thanks tho sweetie! Turns out I'm gonna go swimming @ a friend's "
0,At work 
0,@DecadentGent @vonbourbon birmingham new street has long been my most hated train station. I don't like taking pissy lifts to platforms 
0,"@jackgraycnn Hi Jack, wanted to say this is one of those days I really need your humor!  Not feeling too well   Thanks for the Tweets!"
0,What's going on in NYC tonight? This weather is a surefire derailer though  (via @themaria) Go see @vikassapra spin at Tribeca Grand.
1,At the heist w the cousins!? 
1,doing work  almost done schooooool finally!
0,Next door think they will be back to take stuff 
1,@alliego i will tell you when i see you! whch better be soon! we're seeing UP today with dylan  im excited!!
1,"@pimpl Yep, i really do read you when you're writing in english "
1,"Then, there's you. Goodnight. "
1,Downloaded twitterberry.  so far it sucks. Haha.
0,my cat got scared from a noise outside and cut my left thumb and left finger between my middle and pinky  i had to clean it and bandaid it
1,Reading yesterday's newspapers. I guess it was a busy day yesterday 
